TERT, CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT
TP63, AIS, B(p51A), B(p51B), EEC3, KET, LMS, NBP, OFC8, RHS, SHFM4, TP53CP, TP53L, TP73L, p40, p51, p53CP, p63, p73H, p73L
MALAT1, HCN, LINC00047, NCRNA00047, NEAT2, PRO2853, mascRNA
EPB41L3, 4.1B, DAL-1, DAL1
CHRNA5, LNCR2
CHRNA3, LNCR2, NACHRA3, PAOD2
CLPTM1L, CRR9
BAG6, BAG-6, BAT3, D6S52E, G3
CXCL8, GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1
Epb41l3, 4.1B, DAL1P, Dal1, Epb4.1l3, NBL3
FAM57A, CT120
Malat1, 2210401K01Rik, 9430072K23Rik, AI647968, Neat2
HGF, DFNB39, F-TCFB, HPTA, SF, HGF
PDPN, AGGRUS, GP36, GP40, Gp38, HT1A-1, OTS8, PA2.26, T1A, T1A-2, T1A2, TI1A
EPCAM, DIAR5, EGP-2, EGP314, EGP40, ESA, HNPCC8, KS1/4, KSA, M4S1, MIC18, MK-1, TACSTD1, TROP1
APOM, G3a, HSPC336, NG20, apo-M
CADM1, BL2, IGSF4, IGSF4A, NECL2, Necl-2, RA175, ST17, SYNCAM, TSLC1, sTSLC-1, sgIGSF, synCAM1
LPL, HDLCQ11, LIPD
CD24, CD24A
APOE, AD2, APO-E, LDLCQ5, LPG
CFTR, ABC35, ABCC7, CF/MRP, MRP7, TNR-CFTR, dJ760C5.1, CFTR
MUC4, ASGP, HSA276359, MUC-4
BPIFA1, LUNX, NASG, PLUNC, SPLUNC1, SPURT, bA49G10.5
Shh, 9530036O11Rik, Dsh, Hhg1, Hx, Hxl3, M100081
Fgf10, AEY17, BB213776, Fgf-10, Gsfaey17
RACK1, GNB2L1, Gnb2-rs1, H12.3, HLC-7, PIG21
SHH, HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS
SHH, HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS
